pdb	run	capri	n	tx_acc	tx_med	tx_high	tx_near_acc
5JU9	run_bound_vdw_na	5_caprieval	2	1	1	1	1
5JU9	run_bound_vdw_na	5_caprieval	3	1	1	1	1
5JU9	run_bound_vdw_na	5_caprieval	4	1	1	1	1
5JU9	run_bound_vdw_na	5_caprieval	5	1	1	1	1
5JU9	run_bound_vdw_na	5_caprieval	10	1	1	1	1
5JU9	run_bound_vdw_na	5_caprieval	20	1	1	1	1
5JU9	run_bound_vdw_na	5_caprieval	30	1	1	1	1
5JU9	run_bound_vdw_na	5_caprieval	40	1	1	1	1
5JU9	run_bound_vdw_na	5_caprieval	50	1	1	1	1
5JU9	run_bound_vdw_ti	5_caprieval	1	1	1	1	1
5JU9	run_bound_vdw_ti	5_caprieval	2	1	1	1	1
5JU9	run_bound_vdw_ti	5_caprieval	3	1	1	1	1
5JU9	run_bound_vdw_ti	5_caprieval	4	1	1	1	1
5JU9	run_bound_vdw_ti	5_caprieval	5	1	1	1	1
5JU9	run_bound_vdw_ti	5_caprieval	10	1	1	1	1
5JU9	run_bound_vdw_ti	5_caprieval	20	1	1	1	1
5JU9	run_bound_vdw_ti	5_caprieval	30	1	1	1	1
5JU9	run_bound_vdw_ti	5_caprieval	40	1	1	1	1
5JU9	run_bound_vdw_ti	5_caprieval	50	1	1	1	1
5JU9	run_unbound_ens_vdw_na_clust150	06_caprieval	1	0	0	0	0
5JU9	run_unbound_ens_vdw_na_clust150	06_caprieval	2	0	0	0	1
5JU9	run_unbound_ens_vdw_na_clust150	06_caprieval	3	0	0	0	1
5JU9	run_unbound_ens_vdw_na_clust150	06_caprieval	4	0	0	0	1
5JU9	run_unbound_ens_vdw_na_clust150	06_caprieval	5	0	0	0	1
5JU9	run_unbound_ens_vdw_na_clust150	06_caprieval	10	0	0	0	2
5JU9	run_unbound_ens_vdw_na_clust150	06_caprieval	20	1	1	0	3
5JU9	run_unbound_ens_vdw_na_clust150	06_caprieval	30	1	1	0	3
5JU9	run_unbound_ens_vdw_na_clust150	06_caprieval	40	1	1	0	3
5JU9	run_unbound_ens_vdw_na_clust150	06_caprieval	50	1	1	0	3
5JU9	run_unbound_ens_vdw_na_clust150	11_caprieval	1	0	0	0	0
5JU9	run_unbound_ens_vdw_na_clust150	11_caprieval	2	1	1	0	1
5JU9	run_unbound_ens_vdw_na_clust150	11_caprieval	3	1	1	0	1
5JU9	run_unbound_ens_vdw_na_clust150	11_caprieval	4	1	1	0	1
5JU9	run_unbound_ens_vdw_na_clust150	11_caprieval	5	1	1	0	2
5JU9	run_unbound_ens_vdw_na_clust150	11_caprieval	10	1	1	0	2
5JU9	run_unbound_ens_vdw_na_clust150	11_caprieval	20	1	1	0	2
5JU9	run_unbound_ens_vdw_na_clust150	11_caprieval	30	1	1	0	2
5JU9	run_unbound_ens_vdw_na_clust150	11_caprieval	40	1	1	0	2
5JU9	run_unbound_ens_vdw_na_clust150	11_caprieval	50	1	1	0	2
5JU9	run_unbound_vdw_na_clust	06_caprieval	1	0	0	0	0
5JU9	run_unbound_vdw_na_clust	06_caprieval	2	0	0	0	0
5JU9	run_unbound_vdw_na_clust	06_caprieval	3	0	0	0	0
5JU9	run_unbound_vdw_na_clust	06_caprieval	4	0	0	0	1
5JU9	run_unbound_vdw_na_clust	06_caprieval	5	0	0	0	1
5JU9	run_unbound_vdw_na_clust	06_caprieval	10	0	0	0	1
5JU9	run_unbound_vdw_na_clust	06_caprieval	20	0	0	0	2
5JU9	run_unbound_vdw_na_clust	06_caprieval	30	1	0	0	3
5JU9	run_unbound_vdw_na_clust	06_caprieval	40	1	0	0	3
5JU9	run_unbound_vdw_na_clust	06_caprieval	50	1	0	0	3
5JU9	run_unbound_vdw_na_clust	11_caprieval	1	0	0	0	0
5JU9	run_unbound_vdw_na_clust	11_caprieval	2	0	0	0	0
5JU9	run_unbound_vdw_na_clust	11_caprieval	3	0	0	0	1
5JU9	run_unbound_vdw_na_clust	11_caprieval	4	1	1	0	2
5JU9	run_unbound_vdw_na_clust	11_caprieval	5	1	1	0	2
5JU9	run_unbound_vdw_na_clust	11_caprieval	10	1	1	0	2
5JU9	run_unbound_vdw_na_clust	11_caprieval	20	1	1	0	2
5JU9	run_unbound_vdw_na_clust	11_caprieval	30	1	1	0	2
5JU9	run_unbound_vdw_na_clust	11_caprieval	40	1	1	0	2
5JU9	run_unbound_vdw_na_clust	11_caprieval	50	1	1	0	2
2J1V	run_bound_default_ti	5_caprieval	1	0	0	0	0
2J1V	run_bound_default_ti	5_caprieval	2	0	0	0	0
2J1V	run_bound_default_ti	5_caprieval	3	0	0	0	0
2J1V	run_bound_default_ti	5_caprieval	4	0	0	0	0
2J1V	run_bound_default_ti	5_caprieval	5	1	1	0	1
2J1V	run_bound_default_ti	5_caprieval	10	1	1	0	1
2J1V	run_bound_default_ti	5_caprieval	20	1	1	0	1
2J1V	run_bound_default_ti	5_caprieval	30	1	1	0	1
2J1V	run_bound_default_ti	5_caprieval	40	1	1	0	1
2J1V	run_bound_default_ti	5_caprieval	50	1	1	0	1
2J1V	run_bound_vdw_na	5_caprieval	1	0	0	0	0
2J1V	run_bound_vdw_na	5_caprieval	2	0	0	0	0
2J1V	run_bound_vdw_na	5_caprieval	3	0	0	0	0
2J1V	run_bound_vdw_na	5_caprieval	4	1	1	0	1
2J1V	run_bound_vdw_na	5_caprieval	5	1	1	0	1
2J1V	run_bound_vdw_na	5_caprieval	10	1	1	0	1
2J1V	run_bound_vdw_na	5_caprieval	20	1	1	0	1
2J1V	run_bound_vdw_na	5_caprieval	30	1	1	0	1
2J1V	run_bound_vdw_na	5_caprieval	40	1	1	0	1
2J1V	run_bound_vdw_na	5_caprieval	50	1	1	0	1
2J1V	run_bound_vdw_ti	5_caprieval	1	0	0	0	0
2J1V	run_bound_vdw_ti	5_caprieval	2	0	0	0	0
2J1V	run_bound_vdw_ti	5_caprieval	3	0	0	0	0
2J1V	run_bound_vdw_ti	5_caprieval	4	1	1	0	1
2J1V	run_bound_vdw_ti	5_caprieval	5	1	1	0	1
2J1V	run_bound_vdw_ti	5_caprieval	10	1	1	0	1
2J1V	run_bound_vdw_ti	5_caprieval	20	1	1	0	1
2J1V	run_bound_vdw_ti	5_caprieval	30	1	1	0	1
2J1V	run_bound_vdw_ti	5_caprieval	40	1	1	0	1
2J1V	run_bound_vdw_ti	5_caprieval	50	1	1	0	1
2J1V	run_unbound_ens_vdw_na_clust150	06_caprieval	1	1	1	0	1
2J1V	run_unbound_ens_vdw_na_clust150	06_caprieval	2	1	1	0	1
2J1V	run_unbound_ens_vdw_na_clust150	06_caprieval	3	1	1	0	1
2J1V	run_unbound_ens_vdw_na_clust150	06_caprieval	4	1	1	0	1
2J1V	run_unbound_ens_vdw_na_clust150	06_caprieval	5	1	1	0	1
2J1V	run_unbound_ens_vdw_na_clust150	06_caprieval	10	1	1	0	1
2J1V	run_unbound_ens_vdw_na_clust150	06_caprieval	20	2	2	0	2
2J1V	run_unbound_ens_vdw_na_clust150	06_caprieval	30	2	2	0	2
2J1V	run_unbound_ens_vdw_na_clust150	06_caprieval	40	2	2	0	2
2J1V	run_unbound_ens_vdw_na_clust150	06_caprieval	50	2	2	0	2
2J1V	run_unbound_ens_vdw_na_clust150	11_caprieval	1	0	0	0	0
2J1V	run_unbound_ens_vdw_na_clust150	11_caprieval	2	0	0	0	0
2J1V	run_unbound_ens_vdw_na_clust150	11_caprieval	3	1	1	0	1
2J1V	run_unbound_ens_vdw_na_clust150	11_caprieval	4	1	1	0	1
2J1V	run_unbound_ens_vdw_na_clust150	11_caprieval	5	1	1	0	1
2J1V	run_unbound_ens_vdw_na_clust150	11_caprieval	10	1	1	0	2
2J1V	run_unbound_ens_vdw_na_clust150	11_caprieval	20	1	1	0	2
2J1V	run_unbound_ens_vdw_na_clust150	11_caprieval	30	2	1	0	4
2J1V	run_unbound_ens_vdw_na_clust150	11_caprieval	40	2	1	0	4
2J1V	run_unbound_ens_vdw_na_clust150	11_caprieval	50	2	1	0	4
2J1V	run_unbound_vdw_na_clust	06_caprieval	1	1	1	0	1
2J1V	run_unbound_vdw_na_clust	06_caprieval	2	1	1	0	1
2J1V	run_unbound_vdw_na_clust	06_caprieval	3	1	1	0	1
2J1V	run_unbound_vdw_na_clust	06_caprieval	4	1	1	0	1
2J1V	run_unbound_vdw_na_clust	06_caprieval	5	1	1	0	1
2J1V	run_unbound_vdw_na_clust	06_caprieval	10	1	1	0	1
2J1V	run_unbound_vdw_na_clust	06_caprieval	20	1	1	0	1
2J1V	run_unbound_vdw_na_clust	06_caprieval	30	1	1	0	1
2J1V	run_unbound_vdw_na_clust	06_caprieval	40	1	1	0	1
2J1V	run_unbound_vdw_na_clust	06_caprieval	50	1	1	0	1
2J1V	run_unbound_vdw_na_clust	11_caprieval	1	0	0	0	0
2J1V	run_unbound_vdw_na_clust	11_caprieval	2	0	0	0	0
2J1V	run_unbound_vdw_na_clust	11_caprieval	3	0	0	0	0
2J1V	run_unbound_vdw_na_clust	11_caprieval	4	0	0	0	0
2J1V	run_unbound_vdw_na_clust	11_caprieval	5	0	0	0	0
2J1V	run_unbound_vdw_na_clust	11_caprieval	10	0	0	0	1
2J1V	run_unbound_vdw_na_clust	11_caprieval	20	0	0	0	2
2J1V	run_unbound_vdw_na_clust	11_caprieval	30	0	0	0	2
2J1V	run_unbound_vdw_na_clust	11_caprieval	40	0	0	0	2
2J1V	run_unbound_vdw_na_clust	11_caprieval	50	0	0	0	2
1C1L	run_bound_default_ti	5_caprieval	1	0	0	0	0
1C1L	run_bound_default_ti	5_caprieval	2	0	0	0	0
1C1L	run_bound_default_ti	5_caprieval	3	0	0	0	0
1C1L	run_bound_default_ti	5_caprieval	4	0	0	0	0
1C1L	run_bound_default_ti	5_caprieval	5	0	0	0	0
1C1L	run_bound_default_ti	5_caprieval	10	0	0	0	0
1C1L	run_bound_default_ti	5_caprieval	20	0	0	0	0
1C1L	run_bound_default_ti	5_caprieval	30	0	0	0	0
1C1L	run_bound_default_ti	5_caprieval	40	0	0	0	0
1C1L	run_bound_default_ti	5_caprieval	50	0	0	0	0
1C1L	run_bound_vdw_na	5_caprieval	1	1	1	1	1
1C1L	run_bound_vdw_na	5_caprieval	2	1	1	1	1
1C1L	run_bound_vdw_na	5_caprieval	3	1	1	1	1
1C1L	run_bound_vdw_na	5_caprieval	4	1	1	1	1
1C1L	run_bound_vdw_na	5_caprieval	5	1	1	1	1
1C1L	run_bound_vdw_na	5_caprieval	10	1	1	1	1
1C1L	run_bound_vdw_na	5_caprieval	20	1	1	1	1
1C1L	run_bound_vdw_na	5_caprieval	30	1	1	1	1
1C1L	run_bound_vdw_na	5_caprieval	40	1	1	1	1
1C1L	run_bound_vdw_na	5_caprieval	50	1	1	1	1
1C1L	run_bound_vdw_ti	5_caprieval	1	0	0	0	0
1C1L	run_bound_vdw_ti	5_caprieval	2	1	1	1	1
1C1L	run_bound_vdw_ti	5_caprieval	3	1	1	1	1
1C1L	run_bound_vdw_ti	5_caprieval	4	1	1	1	1
1C1L	run_bound_vdw_ti	5_caprieval	5	1	1	1	1
1C1L	run_bound_vdw_ti	5_caprieval	10	1	1	1	1
1C1L	run_bound_vdw_ti	5_caprieval	20	1	1	1	1
1C1L	run_bound_vdw_ti	5_caprieval	30	1	1	1	1
1C1L	run_bound_vdw_ti	5_caprieval	40	1	1	1	1
1C1L	run_bound_vdw_ti	5_caprieval	50	1	1	1	1
1C1L	run_unbound_ens_vdw_na_clust150	06_caprieval	1	0	0	0	0
1C1L	run_unbound_ens_vdw_na_clust150	06_caprieval	2	0	0	0	0
1C1L	run_unbound_ens_vdw_na_clust150	06_caprieval	3	0	0	0	0
1C1L	run_unbound_ens_vdw_na_clust150	06_caprieval	4	0	0	0	0
1C1L	run_unbound_ens_vdw_na_clust150	06_caprieval	5	0	0	0	0
1C1L	run_unbound_ens_vdw_na_clust150	06_caprieval	10	2	1	1	3
1C1L	run_unbound_ens_vdw_na_clust150	06_caprieval	20	2	1	1	3
1C1L	run_unbound_ens_vdw_na_clust150	06_caprieval	30	3	2	1	4
1C1L	run_unbound_ens_vdw_na_clust150	06_caprieval	40	4	2	1	6
1C1L	run_unbound_ens_vdw_na_clust150	06_caprieval	50	4	2	1	7
1C1L	run_unbound_ens_vdw_na_clust150	11_caprieval	1	1	1	1	1
1C1L	run_unbound_ens_vdw_na_clust150	11_caprieval	2	1	1	1	1
1C1L	run_unbound_ens_vdw_na_clust150	11_caprieval	3	1	1	1	1
1C1L	run_unbound_ens_vdw_na_clust150	11_caprieval	4	1	1	1	1
1C1L	run_unbound_ens_vdw_na_clust150	11_caprieval	5	1	1	1	1
1C1L	run_unbound_ens_vdw_na_clust150	11_caprieval	10	1	1	1	2
1C1L	run_unbound_ens_vdw_na_clust150	11_caprieval	20	1	1	1	2
1C1L	run_unbound_ens_vdw_na_clust150	11_caprieval	30	1	1	1	2
1C1L	run_unbound_ens_vdw_na_clust150	11_caprieval	40	1	1	1	2
1C1L	run_unbound_ens_vdw_na_clust150	11_caprieval	50	1	1	1	2
1C1L	run_unbound_vdw_na_clust	11_caprieval	1	0	0	0	0
1C1L	run_unbound_vdw_na_clust	11_caprieval	2	1	0	0	1
1C1L	run_unbound_vdw_na_clust	11_caprieval	3	1	0	0	1
1C1L	run_unbound_vdw_na_clust	11_caprieval	4	1	0	0	2
1C1L	run_unbound_vdw_na_clust	11_caprieval	5	1	0	0	2
1C1L	run_unbound_vdw_na_clust	11_caprieval	10	1	0	0	2
1C1L	run_unbound_vdw_na_clust	11_caprieval	20	1	0	0	2
1C1L	run_unbound_vdw_na_clust	11_caprieval	30	1	0	0	2
1C1L	run_unbound_vdw_na_clust	11_caprieval	40	1	0	0	2
1C1L	run_unbound_vdw_na_clust	11_caprieval	50	1	0	0	2
1C1L	run_unbound_vdw_na_clust	06_caprieval	1	0	0	0	0
1C1L	run_unbound_vdw_na_clust	06_caprieval	2	0	0	0	1
1C1L	run_unbound_vdw_na_clust	06_caprieval	3	0	0	0	2
1C1L	run_unbound_vdw_na_clust	06_caprieval	4	0	0	0	2
1C1L	run_unbound_vdw_na_clust	06_caprieval	5	0	0	0	2
1C1L	run_unbound_vdw_na_clust	06_caprieval	10	0	0	0	2
1C1L	run_unbound_vdw_na_clust	06_caprieval	20	2	2	0	4
1C1L	run_unbound_vdw_na_clust	06_caprieval	30	2	2	0	4
1C1L	run_unbound_vdw_na_clust	06_caprieval	40	2	2	0	4
1C1L	run_unbound_vdw_na_clust	06_caprieval	50	2	2	0	4
1KQY	run_bound_default_ti	5_caprieval	1	1	1	1	1
1KQY	run_bound_default_ti	5_caprieval	2	1	1	1	1
1KQY	run_bound_default_ti	5_caprieval	3	1	1	1	1
1KQY	run_bound_default_ti	5_caprieval	4	1	1	1	1
1KQY	run_bound_default_ti	5_caprieval	5	1	1	1	1
1KQY	run_bound_default_ti	5_caprieval	10	1	1	1	1
1KQY	run_bound_default_ti	5_caprieval	20	1	1	1	1
1KQY	run_bound_default_ti	5_caprieval	30	1	1	1	1
1KQY	run_bound_default_ti	5_caprieval	40	1	1	1	1
1KQY	run_bound_default_ti	5_caprieval	50	1	1	1	1
1KQY	run_bound_vdw_na	5_caprieval	1	1	1	1	1
1KQY	run_bound_vdw_na	5_caprieval	2	1	1	1	1
1KQY	run_bound_vdw_na	5_caprieval	3	1	1	1	1
1KQY	run_bound_vdw_na	5_caprieval	4	1	1	1	1
1KQY	run_bound_vdw_na	5_caprieval	5	1	1	1	1
1KQY	run_bound_vdw_na	5_caprieval	10	1	1	1	1
1KQY	run_bound_vdw_na	5_caprieval	20	1	1	1	1
1KQY	run_bound_vdw_na	5_caprieval	30	1	1	1	1
1KQY	run_bound_vdw_na	5_caprieval	40	1	1	1	1
1KQY	run_bound_vdw_na	5_caprieval	50	1	1	1	1
1KQY	run_bound_vdw_ti	5_caprieval	1	1	1	1	1
1KQY	run_bound_vdw_ti	5_caprieval	2	1	1	1	1
1KQY	run_bound_vdw_ti	5_caprieval	3	1	1	1	1
1KQY	run_bound_vdw_ti	5_caprieval	4	1	1	1	1
1KQY	run_bound_vdw_ti	5_caprieval	5	1	1	1	1
1KQY	run_bound_vdw_ti	5_caprieval	10	1	1	1	1
1KQY	run_bound_vdw_ti	5_caprieval	20	1	1	1	1
1KQY	run_bound_vdw_ti	5_caprieval	30	1	1	1	1
1KQY	run_bound_vdw_ti	5_caprieval	40	1	1	1	1
1KQY	run_bound_vdw_ti	5_caprieval	50	1	1	1	1
1KQY	run_unbound_ens_vdw_na_clust150	06_caprieval	1	0	0	0	0
1KQY	run_unbound_ens_vdw_na_clust150	06_caprieval	2	0	0	0	0
1KQY	run_unbound_ens_vdw_na_clust150	06_caprieval	3	0	0	0	0
1KQY	run_unbound_ens_vdw_na_clust150	06_caprieval	4	0	0	0	0
1KQY	run_unbound_ens_vdw_na_clust150	06_caprieval	5	0	0	0	0
1KQY	run_unbound_ens_vdw_na_clust150	06_caprieval	10	0	0	0	0
1KQY	run_unbound_ens_vdw_na_clust150	06_caprieval	20	0	0	0	0
1KQY	run_unbound_ens_vdw_na_clust150	06_caprieval	30	0	0	0	0
1KQY	run_unbound_ens_vdw_na_clust150	06_caprieval	40	0	0	0	1
1KQY	run_unbound_ens_vdw_na_clust150	06_caprieval	50	0	0	0	1
1KQY	run_unbound_ens_vdw_na_clust150	11_caprieval	1	0	0	0	0
1KQY	run_unbound_ens_vdw_na_clust150	11_caprieval	2	0	0	0	0
1KQY	run_unbound_ens_vdw_na_clust150	11_caprieval	3	0	0	0	0
1KQY	run_unbound_ens_vdw_na_clust150	11_caprieval	4	0	0	0	0
1KQY	run_unbound_ens_vdw_na_clust150	11_caprieval	5	0	0	0	0
1KQY	run_unbound_ens_vdw_na_clust150	11_caprieval	10	1	0	0	1
1KQY	run_unbound_ens_vdw_na_clust150	11_caprieval	20	1	0	0	1
1KQY	run_unbound_ens_vdw_na_clust150	11_caprieval	30	1	0	0	1
1KQY	run_unbound_ens_vdw_na_clust150	11_caprieval	40	1	0	0	1
1KQY	run_unbound_ens_vdw_na_clust150	11_caprieval	50	1	0	0	1
1KQY	run_unbound_vdw_na_clust	06_caprieval	1	0	0	0	0
1KQY	run_unbound_vdw_na_clust	06_caprieval	2	0	0	0	0
1KQY	run_unbound_vdw_na_clust	06_caprieval	3	0	0	0	0
1KQY	run_unbound_vdw_na_clust	06_caprieval	4	0	0	0	0
1KQY	run_unbound_vdw_na_clust	06_caprieval	5	0	0	0	0
1KQY	run_unbound_vdw_na_clust	06_caprieval	10	0	0	0	0
1KQY	run_unbound_vdw_na_clust	06_caprieval	20	1	0	0	1
1KQY	run_unbound_vdw_na_clust	06_caprieval	30	1	0	0	1
1KQY	run_unbound_vdw_na_clust	06_caprieval	40	1	0	0	1
1KQY	run_unbound_vdw_na_clust	06_caprieval	50	1	0	0	1
1KQY	run_unbound_vdw_na_clust	11_caprieval	1	1	0	0	1
1KQY	run_unbound_vdw_na_clust	11_caprieval	2	1	0	0	1
1KQY	run_unbound_vdw_na_clust	11_caprieval	3	1	0	0	1
1KQY	run_unbound_vdw_na_clust	11_caprieval	4	1	0	0	1
1KQY	run_unbound_vdw_na_clust	11_caprieval	5	1	0	0	1
1KQY	run_unbound_vdw_na_clust	11_caprieval	10	1	0	0	1
1KQY	run_unbound_vdw_na_clust	11_caprieval	20	1	0	0	1
1KQY	run_unbound_vdw_na_clust	11_caprieval	30	1	0	0	1
1KQY	run_unbound_vdw_na_clust	11_caprieval	40	1	0	0	1
1KQY	run_unbound_vdw_na_clust	11_caprieval	50	1	0	0	1
3P5H	run_bound_default_ti	5_caprieval	1	0	0	0	0
3P5H	run_bound_default_ti	5_caprieval	2	0	0	0	0
3P5H	run_bound_default_ti	5_caprieval	3	0	0	0	0
3P5H	run_bound_default_ti	5_caprieval	4	0	0	0	1
3P5H	run_bound_default_ti	5_caprieval	5	0	0	0	1
3P5H	run_bound_default_ti	5_caprieval	10	1	0	0	2
3P5H	run_bound_default_ti	5_caprieval	20	1	0	0	2
3P5H	run_bound_default_ti	5_caprieval	30	1	0	0	2
3P5H	run_bound_default_ti	5_caprieval	40	1	0	0	2
3P5H	run_bound_default_ti	5_caprieval	50	1	0	0	2
3P5H	run_bound_vdw_na	5_caprieval	1	0	0	0	0
3P5H	run_bound_vdw_na	5_caprieval	2	0	0	0	0
3P5H	run_bound_vdw_na	5_caprieval	3	0	0	0	0
3P5H	run_bound_vdw_na	5_caprieval	4	0	0	0	0
3P5H	run_bound_vdw_na	5_caprieval	5	0	0	0	0
3P5H	run_bound_vdw_na	5_caprieval	10	0	0	0	0
3P5H	run_bound_vdw_na	5_caprieval	20	0	0	0	1
3P5H	run_bound_vdw_na	5_caprieval	30	0	0	0	1
3P5H	run_bound_vdw_na	5_caprieval	40	0	0	0	1
3P5H	run_bound_vdw_na	5_caprieval	50	0	0	0	1
3P5H	run_bound_vdw_ti	5_caprieval	1	0	0	0	0
3P5H	run_bound_vdw_ti	5_caprieval	2	0	0	0	0
3P5H	run_bound_vdw_ti	5_caprieval	3	0	0	0	0
3P5H	run_bound_vdw_ti	5_caprieval	4	0	0	0	0
3P5H	run_bound_vdw_ti	5_caprieval	5	0	0	0	0
3P5H	run_bound_vdw_ti	5_caprieval	10	0	0	0	0
3P5H	run_bound_vdw_ti	5_caprieval	20	0	0	0	1
3P5H	run_bound_vdw_ti	5_caprieval	30	0	0	0	1
3P5H	run_bound_vdw_ti	5_caprieval	40	0	0	0	1
3P5H	run_bound_vdw_ti	5_caprieval	50	0	0	0	1
3P5H	run_unbound_ens_vdw_na_clust150	11_caprieval	1	0	0	0	0
3P5H	run_unbound_ens_vdw_na_clust150	11_caprieval	2	0	0	0	0
3P5H	run_unbound_ens_vdw_na_clust150	11_caprieval	3	0	0	0	0
3P5H	run_unbound_ens_vdw_na_clust150	11_caprieval	4	0	0	0	0
3P5H	run_unbound_ens_vdw_na_clust150	11_caprieval	5	0	0	0	0
3P5H	run_unbound_ens_vdw_na_clust150	11_caprieval	10	0	0	0	0
3P5H	run_unbound_ens_vdw_na_clust150	11_caprieval	20	0	0	0	0
3P5H	run_unbound_ens_vdw_na_clust150	11_caprieval	30	0	0	0	0
3P5H	run_unbound_ens_vdw_na_clust150	11_caprieval	40	0	0	0	0
3P5H	run_unbound_ens_vdw_na_clust150	11_caprieval	50	0	0	0	0
3P5H	run_unbound_ens_vdw_na_clust150	06_caprieval	1	0	0	0	0
3P5H	run_unbound_ens_vdw_na_clust150	06_caprieval	2	0	0	0	0
3P5H	run_unbound_ens_vdw_na_clust150	06_caprieval	3	0	0	0	0
3P5H	run_unbound_ens_vdw_na_clust150	06_caprieval	4	0	0	0	0
3P5H	run_unbound_ens_vdw_na_clust150	06_caprieval	5	0	0	0	0
3P5H	run_unbound_ens_vdw_na_clust150	06_caprieval	10	0	0	0	0
3P5H	run_unbound_ens_vdw_na_clust150	06_caprieval	20	0	0	0	0
3P5H	run_unbound_ens_vdw_na_clust150	06_caprieval	30	0	0	0	0
3P5H	run_unbound_ens_vdw_na_clust150	06_caprieval	40	0	0	0	1
3P5H	run_unbound_ens_vdw_na_clust150	06_caprieval	50	0	0	0	2
3P5H	run_unbound_vdw_na_clust	11_caprieval	1	0	0	0	0
3P5H	run_unbound_vdw_na_clust	11_caprieval	2	0	0	0	0
3P5H	run_unbound_vdw_na_clust	11_caprieval	3	0	0	0	0
3P5H	run_unbound_vdw_na_clust	11_caprieval	4	0	0	0	0
3P5H	run_unbound_vdw_na_clust	11_caprieval	5	0	0	0	0
3P5H	run_unbound_vdw_na_clust	11_caprieval	10	0	0	0	0
3P5H	run_unbound_vdw_na_clust	11_caprieval	20	0	0	0	0
3P5H	run_unbound_vdw_na_clust	11_caprieval	30	0	0	0	0
3P5H	run_unbound_vdw_na_clust	11_caprieval	40	0	0	0	0
3P5H	run_unbound_vdw_na_clust	11_caprieval	50	0	0	0	0
3P5H	run_unbound_vdw_na_clust	06_caprieval	1	0	0	0	0
3P5H	run_unbound_vdw_na_clust	06_caprieval	2	0	0	0	0
3P5H	run_unbound_vdw_na_clust	06_caprieval	3	0	0	0	0
3P5H	run_unbound_vdw_na_clust	06_caprieval	4	0	0	0	0
3P5H	run_unbound_vdw_na_clust	06_caprieval	5	0	0	0	0
3P5H	run_unbound_vdw_na_clust	06_caprieval	10	0	0	0	0
3P5H	run_unbound_vdw_na_clust	06_caprieval	20	0	0	0	0
3P5H	run_unbound_vdw_na_clust	06_caprieval	30	1	0	0	2
3P5H	run_unbound_vdw_na_clust	06_caprieval	40	1	0	0	2
3P5H	run_unbound_vdw_na_clust	06_caprieval	50	1	0	0	2
4MBY	run_bound_default_ti	5_caprieval	1	0	0	0	0
4MBY	run_bound_default_ti	5_caprieval	2	1	1	1	1
4MBY	run_bound_default_ti	5_caprieval	3	1	1	1	1
4MBY	run_bound_default_ti	5_caprieval	4	1	1	1	1
4MBY	run_bound_default_ti	5_caprieval	5	1	1	1	1
4MBY	run_bound_default_ti	5_caprieval	10	1	1	1	1
4MBY	run_bound_default_ti	5_caprieval	20	1	1	1	1
4MBY	run_bound_default_ti	5_caprieval	30	1	1	1	1
4MBY	run_bound_default_ti	5_caprieval	40	1	1	1	1
4MBY	run_bound_default_ti	5_caprieval	50	1	1	1	1
4MBY	run_bound_vdw_na	5_caprieval	1	1	1	1	1
4MBY	run_bound_vdw_na	5_caprieval	2	1	1	1	1
4MBY	run_bound_vdw_na	5_caprieval	3	1	1	1	1
4MBY	run_bound_vdw_na	5_caprieval	4	1	1	1	1
4MBY	run_bound_vdw_na	5_caprieval	5	1	1	1	1
4MBY	run_bound_vdw_na	5_caprieval	10	1	1	1	1
4MBY	run_bound_vdw_na	5_caprieval	20	1	1	1	1
4MBY	run_bound_vdw_na	5_caprieval	30	1	1	1	1
4MBY	run_bound_vdw_na	5_caprieval	40	1	1	1	1
4MBY	run_bound_vdw_na	5_caprieval	50	1	1	1	1
4MBY	run_bound_vdw_ti	5_caprieval	1	1	1	1	1
4MBY	run_bound_vdw_ti	5_caprieval	2	1	1	1	1
4MBY	run_bound_vdw_ti	5_caprieval	3	1	1	1	1
4MBY	run_bound_vdw_ti	5_caprieval	4	1	1	1	1
4MBY	run_bound_vdw_ti	5_caprieval	5	1	1	1	1
4MBY	run_bound_vdw_ti	5_caprieval	10	1	1	1	1
4MBY	run_bound_vdw_ti	5_caprieval	20	1	1	1	1
4MBY	run_bound_vdw_ti	5_caprieval	30	1	1	1	1
4MBY	run_bound_vdw_ti	5_caprieval	40	1	1	1	1
4MBY	run_bound_vdw_ti	5_caprieval	50	1	1	1	1
4MBY	run_unbound_ens_vdw_na_clust150	11_caprieval	1	0	0	0	0
4MBY	run_unbound_ens_vdw_na_clust150	11_caprieval	2	0	0	0	0
4MBY	run_unbound_ens_vdw_na_clust150	11_caprieval	3	0	0	0	0
4MBY	run_unbound_ens_vdw_na_clust150	11_caprieval	4	0	0	0	0
4MBY	run_unbound_ens_vdw_na_clust150	11_caprieval	5	0	0	0	1
4MBY	run_unbound_ens_vdw_na_clust150	11_caprieval	10	0	0	0	1
4MBY	run_unbound_ens_vdw_na_clust150	11_caprieval	20	0	0	0	2
4MBY	run_unbound_ens_vdw_na_clust150	11_caprieval	30	0	0	0	2
4MBY	run_unbound_ens_vdw_na_clust150	11_caprieval	40	0	0	0	2
4MBY	run_unbound_ens_vdw_na_clust150	11_caprieval	50	0	0	0	2
4MBY	run_unbound_ens_vdw_na_clust150	06_caprieval	1	0	0	0	0
4MBY	run_unbound_ens_vdw_na_clust150	06_caprieval	2	0	0	0	0
4MBY	run_unbound_ens_vdw_na_clust150	06_caprieval	3	0	0	0	0
4MBY	run_unbound_ens_vdw_na_clust150	06_caprieval	4	0	0	0	0
